1, Test Method 'automationexercise.tests.homeSlidersTest.validateGalaxySlider' failed. Please investigate and open a new Issue if needed.
2, Test Method 'automationexercise.tests.homeSlidersTest.validateIphoneSlider' failed. Please investigate and open a new Issue if needed.
